NAME_KR,NAME_EN,COUNTRY,INTRO_KR,INTRO_EN,WEBSITE,PARTICIPATION_TYPE,EXHIBITION_NAME_EN,BOOTH_NAME,HALL_NAME,PAVILION_NAME,FLOOR,X_COORD,Y_COORD,INDUSTRY_NAME_KR,INDUSTRY_NAME_EN,DETAIL_URL
"Shenzhen Meantop Optoelectronics Co., Ltd.","Shenzhen Meantop Optoelectronics Co., Ltd.",Chinese Mainland,"Shenzhen Meantop Optoelectronics Co., Ltd- Factory located in Shenzhen, focus on 7 Years Warranty Led Tape Light with TUV CE and cULus. Quality and Service above everything!","Shenzhen Meantop Optoelectronics Co., Ltd- Factory located in Shenzhen, focus on 7 Years Warranty Led Tape Light with TUV CE and cULus. Quality and Service above everything!",,Exhibitor,Hong Kong International Lighting Fair 2025,5B-D30,LED Lighting,,1,,,"Floor Lamp, Ceiling Light, Office Lighting, Kitchen Lighting, Indoor Lighting, Lighting Design Software, Lighting Product Design, LED Lighting, Contemporary Light; Shenzhen Meantop Optoelectronics Co., Ltd- Factory located in Shenzhen, focus on 7 Years Warranty Led Tape Light with TUV CE and cULus. Quality and Service above everything!; ODM, OBM, OEM","Floor Lamp, Ceiling Light, Office Lighting, Kitchen Lighting, Indoor Lighting, Lighting Design Software, Lighting Product Design, LED Lighting, Contemporary Light; Shenzhen Meantop Optoelectronics Co., Ltd- Factory located in Shenzhen, focus on 7 Years Warranty Led Tape Light with TUV CE and cULus. Quality and Service above everything!; ODM, OBM, OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005SIU0
"Shenzhen Mr Lighting Technology Co., Ltd","Shenzhen Mr Lighting Technology Co., Ltd",Chinese Mainland,"LED Lighting,Contemporary Light,Office Lighting","LED Lighting,Contemporary Light,Office Lighting",,Exhibitor,Hong Kong International Lighting Fair 2025,3E-F16,Commercial Lighting,,1,,,"LED Lighting,Contemporary Light,Office Lighting; LED; OBM, OEM, Others, ODM","LED Lighting,Contemporary Light,Office Lighting; LED; OBM, OEM, Others, ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005QW2Y
"Shenzhen Nerius Technology Co., Ltd.","Shenzhen Nerius Technology Co., Ltd.",Chinese Mainland,"Entertainment Lighting, Desk & Reading Lamp, Floor Lamp, LED Lighting, Retail Lighting, Indoor Lighting, Office Lighting, Table Lamp","Entertainment Lighting, Desk & Reading Lamp, Floor Lamp, LED Lighting, Retail Lighting, Indoor Lighting, Office Lighting, Table Lamp",,Exhibitor,Hong Kong International Lighting Fair 2025,5B-F18,LED Lighting,,1,,,"Entertainment Lighting, Desk & Reading Lamp, Floor Lamp, LED Lighting, Retail Lighting, Indoor Lighting, Office Lighting, Table Lamp; Professional manufacturer of indoor lighting, specialized in desk lamps, cabinet lights and monitor lamps; OEM, Others, ODM, OBM","Entertainment Lighting, Desk & Reading Lamp, Floor Lamp, LED Lighting, Retail Lighting, Indoor Lighting, Office Lighting, Table Lamp; Professional manufacturer of indoor lighting, specialized in desk lamps, cabinet lights and monitor lamps; OEM, Others, ODM, OBM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005S13Q
Shenzhen QL Light Co Ltd,Shenzhen QL Light Co Ltd,Chinese Mainland,"ShenZhen QL LIGHT CO., LTD. is a high tech-enterprise, located in Shenzhen, Guangdong province. We specialize in the research, development, engineering and marketing of LED related products. With the abundant knowledge of electric components, thermal management, industrial design and optics, our R&D team can always stay at the forefront of LED technology and provide customers top LED products. We have one set of strict quality inspection system. Our QC staff monitors the entire production process to ensure the quality meets your requirements. We operate the company according to ISO 9001: 2000 and all our products comply with CE standard and ROHS directives.","ShenZhen QL LIGHT CO., LTD. is a high tech-enterprise, located in Shenzhen, Guangdong province. We specialize in the research, development, engineering and marketing of LED related products. With the abundant knowledge of electric components, thermal management, industrial design and optics, our R&D team can always stay at the forefront of LED technology and provide customers top LED products. We have one set of strict quality inspection system. Our QC staff monitors the entire production process to ensure the quality meets your requirements. We operate the company according to ISO 9001: 2000 and all our products comply with CE standard and ROHS directives.",,Exhibitor,Hong Kong International Lighting Fair 2025,3E-G13,Commercial Lighting,,1,,,"Entertainment Lighting, LED Lighting, Strip Light, Security Lighting, Kitchen Lighting, Decorative Lamp, String Light; LED Strip Light, LED Panel Light, LED Modules, COB LED Strip Light; ODM, OEM, Others, OBM","Entertainment Lighting, LED Lighting, Strip Light, Security Lighting, Kitchen Lighting, Decorative Lamp, String Light; LED Strip Light, LED Panel Light, LED Modules, COB LED Strip Light; ODM, OEM, Others, OBM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005QWAA
"Shenzhen Qiseguang Lighting Co., Ltd","Shenzhen Qiseguang Lighting Co., Ltd",Chinese Mainland,"QS-LITE (Shenzhen QiSe Lighting Co., Ltd.) was established in 2013 and specializes in the research, development, production, and supply chain solutions for LED linear lighting. In 2018, the company established its second factory, Foshan QiSe Aluminum Co., Ltd., in Sanshui, Foshan, covering an area of 10,000 square meters, mainly producing aluminum profiles to support the order needs of the Shenzhen factory and promote technological upgrading. In 2019, our products obtained ISO9001 quality certification and met CE and RoHS certifications. QS-LITE is committed to innovative technological solutions to meet the needs of different industries. We adhere to the business philosophy of integrity, practicality, innovation, and responsibility to serve domestic and foreign markets, export products to many countries, ensure quality and safety, and provide customers with high-quality products and services.","QS-LITE (Shenzhen QiSe Lighting Co., Ltd.) was established in 2013 and specializes in the research, development, production, and supply chain solutions for LED linear lighting. In 2018, the company established its second factory, Foshan QiSe Aluminum Co., Ltd., in Sanshui, Foshan, covering an area of 10,000 square meters, mainly producing aluminum profiles to support the order needs of the Shenzhen factory and promote technological upgrading. In 2019, our products obtained ISO9001 quality certification and met CE and RoHS certifications. QS-LITE is committed to innovative technological solutions to meet the needs of different industries. We adhere to the business philosophy of integrity, practicality, innovation, and responsibility to serve domestic and foreign markets, export products to many countries, ensure quality and safety, and provide customers with high-quality products and services.",,Exhibitor,Hong Kong International Lighting Fair 2025,5C-G33,LED Lighting,,1,,,"Lighting Fixture, Lighting Accessories & Lamp Parts; Aluminum profile, pc cover, end cap, mounting clip
Aluminum extrusion machines, PC/PMMA lampshade extrusion, buckle stamping, and cap injection molding production 
lines, along with high-precision and efficient bending and CNC machining centers; ODM, Others, OEM","Lighting Fixture, Lighting Accessories & Lamp Parts; Aluminum profile, pc cover, end cap, mounting clip
Aluminum extrusion machines, PC/PMMA lampshade extrusion, buckle stamping, and cap injection molding production 
lines, along with high-precision and efficient bending and CNC machining centers; ODM, Others, OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005SJWT
Shenzhen Ryker Lighting Co Ltd,Shenzhen Ryker Lighting Co Ltd,Chinese Mainland,,,,Exhibitor,Hong Kong International Lighting Fair 2025,5C-B38,LED Lighting,Cantonese Business Go Global,1,,,"Ryker Lighting is a professional manufacturer of Outdoor and Indoor Stair Light Control System, Aquarium Light, COB Led Strips, and Flex LED Neon. We are able to offer a led lighting solution for our customer's project.; OBM","Ryker Lighting is a professional manufacturer of Outdoor and Indoor Stair Light Control System, Aquarium Light, COB Led Strips, and Flex LED Neon. We are able to offer a led lighting solution for our customer's project.; OBM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005RHOJ
"Shenzhen ShengBaoNa Technology CO.,LTD.","Shenzhen ShengBaoNa Technology CO.,LTD.",Chinese Mainland,"Desk & Reading Lamp, Table Lamp","Desk & Reading Lamp, Table Lamp",,Exhibitor,Hong Kong International Lighting Fair 2025,3C-F34,Commercial Lighting,,1,,,"Desk & Reading Lamp, Table Lamp; Floor lamp; OEM, ODM","Desk & Reading Lamp, Table Lamp; Floor lamp; OEM, ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005QWEY
"Shenzhen Taimeng Technology Co., Ltd.","Shenzhen Taimeng Technology Co., Ltd.",Chinese Mainland,"String Light, Wall Lamp","String Light, Wall Lamp",,Exhibitor,Hong Kong International Lighting Fair 2025,3E-A37,Commercial Lighting,,1,,,"String Light, Wall Lamp; String, wall lamp; OEM, Others, OBM, ODM","String Light, Wall Lamp; String, wall lamp; OEM, Others, OBM, ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005QWIM
"Shenzhen United Aluminum Product Co.,Ltd","Shenzhen United Aluminum Product Co.,Ltd",Chinese Mainland,"Founded in 2012, United LED Lighting (Ulight) is a leading provider of innovative LED lighting solutions designed specifically for the retail sector. With over a decade of experience, we offer a comprehensive range of products including customized lighting panels, advanced shelf lighting, and solutions for diverse retail environments like supermarkets, pharmacies, and cosmetic stores. Our commitment to global excellence began with an early collaboration with an Italian company and continues through our recent expansion into Japan in 2022. We pride ourselves on flexible manufacturing capabilities backed by advanced technology and a dedication to quality, ensuring our products comply with rigorous international certifications (UL, ETL, PSE, CE, CB, ROHS, ERP). Ulight is dedicated to building long-term partnerships. We offer OEM and ODM services with fast turnaround times for customized projects. Our products are recognized worldwide for their quality and efficiency, driven by our continuous investment in research and development and our unwavering commitment to customer service. Ulight aims to remain at the forefront of retail lighting innovation, providing solutions that transform shopping experiences around the globe.","Founded in 2012, United LED Lighting (Ulight) is a leading provider of innovative LED lighting solutions designed specifically for the retail sector. With over a decade of experience, we offer a comprehensive range of products including customized lighting panels, advanced shelf lighting, and solutions for diverse retail environments like supermarkets, pharmacies, and cosmetic stores. Our commitment to global excellence began with an early collaboration with an Italian company and continues through our recent expansion into Japan in 2022. We pride ourselves on flexible manufacturing capabilities backed by advanced technology and a dedication to quality, ensuring our products comply with rigorous international certifications (UL, ETL, PSE, CE, CB, ROHS, ERP). Ulight is dedicated to building long-term partnerships. We offer OEM and ODM services with fast turnaround times for customized projects. Our products are recognized worldwide for their quality and efficiency, driven by our continuous investment in research and development and our unwavering commitment to customer service. Ulight aims to remain at the forefront of retail lighting innovation, providing solutions that transform shopping experiences around the globe.",,Exhibitor,Hong Kong International Lighting Fair 2025,3D-A35,Commercial Lighting,,1,,,"LED Panel Light, Indoor Lighting, Retail Lighting, LED Lighting, Office Lighting, Kitchen Lighting, Ceiling Light; Ulight provides innovative LED lighting solutions for retail environments. We offer customized lighting panels, advanced shelving light solutions, slim magnetic LED bars, and DC power track systems. With over a decade of experience, we cater to diver; ODM, OEM","LED Panel Light, Indoor Lighting, Retail Lighting, LED Lighting, Office Lighting, Kitchen Lighting, Ceiling Light; Ulight provides innovative LED lighting solutions for retail environments. We offer customized lighting panels, advanced shelving light solutions, slim magnetic LED bars, and DC power track systems. With over a decade of experience, we cater to diver; ODM, OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005RJT2
Shenzhen Worbest Hitech Co Ltd,Shenzhen Worbest Hitech Co Ltd,Chinese Mainland,"Indoor Lighting, Incandescent Bulb, String Light","Indoor Lighting, Incandescent Bulb, String Light",,Exhibitor,Hong Kong International Lighting Fair 2025,3C-G12,Commercial Lighting,,1,,,"Indoor Lighting, Incandescent Bulb, String Light; led; OEM","Indoor Lighting, Incandescent Bulb, String Light; led; OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005R9L0
"Shenzhen Yino Tech Co., Ltd.","Shenzhen Yino Tech Co., Ltd.",Chinese Mainland,LED Lighting,LED Lighting,,Exhibitor,Hong Kong International Lighting Fair 2025,3B-B41,Residential Lighting,,1,,,"LED Lighting; LED Cabinet Light; OBM, ODM, OEM, Others","LED Lighting; LED Cabinet Light; OBM, ODM, OEM, Others",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005R35I
"Shenzhen Yu Sheng Hang Electronic Co., Ltd.","Shenzhen Yu Sheng Hang Electronic Co., Ltd.",Chinese Mainland,"""Light is our passion. Quality is our pride."" YSH Focus on stage party light R & D production and sales for 15 years, offer global OEM and ODM service. Our products occupy 30% of the niche category hot list in Amazon, eBay, Shopee, etc. Our products have certification, patents, industry hot sales, and provide professional after-sales guarantee.","""Light is our passion. Quality is our pride."" YSH Focus on stage party light R & D production and sales for 15 years, offer global OEM and ODM service. Our products occupy 30% of the niche category hot list in Amazon, eBay, Shopee, etc. Our products have certification, patents, industry hot sales, and provide professional after-sales guarantee.",,Exhibitor,Hong Kong International Lighting Fair 2025,5CON-014,LED Lighting,,1,,,"Indoor Lighting, Retail Lighting, Entertainment Lighting; Stage lights, party lights, starry lamp. decorative lighting; OEM, OBM, ODM","Indoor Lighting, Retail Lighting, Entertainment Lighting; Stage lights, party lights, starry lamp. decorative lighting; OEM, OBM, ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005RHWV
Shenzhen ZBL Lighting Technology Company Limted,Shenzhen ZBL Lighting Technology Company Limted,Chinese Mainland,"LED Lighting, Kitchen Lighting","LED Lighting, Kitchen Lighting",,Exhibitor,Hong Kong International Lighting Fair 2025,3E-B15,Commercial Lighting,,1,,,"LED Lighting, Kitchen Lighting; LED lighting development and sales; OEM","LED Lighting, Kitchen Lighting; LED lighting development and sales; OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005R4PT
"Suzhou Crilux Lighting Technology Co., LTD","Suzhou Crilux Lighting Technology Co., LTD",Chinese Mainland,"LED Lighting, Downlight, Ceiling Light","LED Lighting, Downlight, Ceiling Light",,Exhibitor,Hong Kong International Lighting Fair 2025,3CON-086,Commercial Lighting,,1,,,"LED Lighting, Downlight, Ceiling Light; professional ODM&OEM led downlights manufacturer and products range is domestic downlights, commercial downlights and led smart downlights, which is strictly followed EU electrical standards and has approved CE, ISO, TUV, SAA, BSCI, RoHS and so on.; ODM, OEM","LED Lighting, Downlight, Ceiling Light; professional ODM&OEM led downlights manufacturer and products range is domestic downlights, commercial downlights and led smart downlights, which is strictly followed EU electrical standards and has approved CE, ISO, TUV, SAA, BSCI, RoHS and so on.; ODM, OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005RSD5
"Suzhou Cyantronic Technology Co.,Ltd","Suzhou Cyantronic Technology Co.,Ltd",Chinese Mainland,Indoor Lighting,Indoor Lighting,,Exhibitor,Hong Kong International Lighting Fair 2025,3D-E32,Commercial Lighting,,1,,,"Indoor Lighting; Emergency Driver & Lighting; ODM, OEM","Indoor Lighting; Emergency Driver & Lighting; ODM, OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005RKR7
"TIOSL Technology (Shenzhen) Co., Ltd.","TIOSL Technology (Shenzhen) Co., Ltd.",Chinese Mainland,,,,Exhibitor,Hong Kong International Lighting Fair 2025,5E-C20,LED Lighting,,1,,,"smart lighting system, smart lighting sensors & controllers, smart lighting fixtures; ODM","smart lighting system, smart lighting sensors & controllers, smart lighting fixtures; ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005RI60
"TRIECO (HUIZHOU) CO.,LIMITED","TRIECO (HUIZHOU) CO.,LIMITED",Chinese Mainland,"Trieco Lighting was founded in 2014, situating in Xinghua (Huizhou) industrial park in Xiang shuihe industrial district of Daya Bay Economic and Technological Development Zone (National level). The industrial park is as large as 140,000 square meters, and its living area is well equipped with beautiful environment. Trieco is a high-tech company covering R&D, production and sale of LED lighting products. Our core team are excellent engineers and salespersons dedicated to LED lighting industry for more than 10 years. With super to design and R&D, skilled production and quality control capacity, we aim to provide LED lighting products and lighting system solutions which are cost-effective, of high quality and greatly meet the market demand.","Trieco Lighting was founded in 2014, situating in Xinghua (Huizhou) industrial park in Xiang shuihe industrial district of Daya Bay Economic and Technological Development Zone (National level). The industrial park is as large as 140,000 square meters, and its living area is well equipped with beautiful environment. Trieco is a high-tech company covering R&D, production and sale of LED lighting products. Our core team are excellent engineers and salespersons dedicated to LED lighting industry for more than 10 years. With super to design and R&D, skilled production and quality control capacity, we aim to provide LED lighting products and lighting system solutions which are cost-effective, of high quality and greatly meet the market demand.",,Exhibitor,Hong Kong International Lighting Fair 2025,5C-A35,LED Lighting,Cantonese Business Go Global,1,,,"Office Lighting, Indoor Lighting, Retail Lighting, LED Lighting, Downlight, LED Panel Light; RETAIL LIGHTING, OFFICE LIGHTING; OEM","Office Lighting, Indoor Lighting, Retail Lighting, LED Lighting, Downlight, LED Panel Light; RETAIL LIGHTING, OFFICE LIGHTING; OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005S9U9
"Taizhou Guanglong Lighting Co., Ltd","Taizhou Guanglong Lighting Co., Ltd",Chinese Mainland,LED Lighting,LED Lighting,,Exhibitor,Hong Kong International Lighting Fair 2025,5C-A37,LED Lighting,,1,,,"LED Lighting; LED lighting fixtures, waterproof lamp, tri-proof light; Others","LED Lighting; LED lighting fixtures, waterproof lamp, tri-proof light; Others",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005SWC4
Tatalux Industry Co.Ltd,Tatalux Industry Co.Ltd,Chinese Mainland,"LED Lighting, Downlight, LED Panel Light, LED Bulb","LED Lighting, Downlight, LED Panel Light, LED Bulb",,Exhibitor,Hong Kong International Lighting Fair 2025,5B-B39,LED Essentials,,1,,,"LED Lighting, Downlight, LED Panel Light, LED Bulb; LED BULB,LED PANEL LIGHT,LED TUBE,LED DOWNLIGHT. Tatalux Lighting is a LED lighting manufacture as well as professional OEM vendor with abundant export experience. We hightly prioritize the stable quality of lighting products that we offer to clients; OEM, ODM","LED Lighting, Downlight, LED Panel Light, LED Bulb; LED BULB,LED PANEL LIGHT,LED TUBE,LED DOWNLIGHT. Tatalux Lighting is a LED lighting manufacture as well as professional OEM vendor with abundant export experience. We hightly prioritize the stable quality of lighting products that we offer to clients; OEM, ODM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005RSO8
"Tiantai Boda Electronics Co., Ltd.","Tiantai Boda Electronics Co., Ltd.",Chinese Mainland,"Tiantai Boda Electronics Co., Ltd. is located in Taizhou City, Zhejiang Province, only two hours' drive from Ningbo port, airport and Shanghai. Our company specializes in the development and production of decorative party light strings, which are novel in style and stylish in design. Tiantai Boda has a strong technical force, we have been committed to technology development and constantly innovate equipment to provide high-quality products and perfect services. At present, the company has obtained a number of invention patents, utility models and appearance patents. And we have got export standard certificates, such as: BSCI, QIMA, CE, ROHS, etc. We will continue to produce and develop high-quality products, provide perfect services and favorable prices. Maintaining the reputation of the industry and creating a relaxed atmosphere for the outdoors is our ultimate goal. Warmly welcome all of you to work together for mutual benefit and create a better future!","Tiantai Boda Electronics Co., Ltd. is located in Taizhou City, Zhejiang Province, only two hours' drive from Ningbo port, airport and Shanghai. Our company specializes in the development and production of decorative party light strings, which are novel in style and stylish in design. Tiantai Boda has a strong technical force, we have been committed to technology development and constantly innovate equipment to provide high-quality products and perfect services. At present, the company has obtained a number of invention patents, utility models and appearance patents. And we have got export standard certificates, such as: BSCI, QIMA, CE, ROHS, etc. We will continue to produce and develop high-quality products, provide perfect services and favorable prices. Maintaining the reputation of the industry and creating a relaxed atmosphere for the outdoors is our ultimate goal. Warmly welcome all of you to work together for mutual benefit and create a better future!",,Exhibitor,Hong Kong International Lighting Fair 2025,5E-E29,LED Lighting,,1,,,"LED Bulb, LED Lighting; Our company specializes in the development and production of decorative party light strings, which are novel in style and stylish in design.; OEM","LED Bulb, LED Lighting; Our company specializes in the development and production of decorative party light strings, which are novel in style and stylish in design.; OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005S9MX
"Tongxiang BoYo Lighting Tech Co.,Ltd.","Tongxiang BoYo Lighting Tech Co.,Ltd.",Chinese Mainland,"Tongxiang BoYo Lighting is a global comprehensive lighting manufacturer, which has integrated R&D with production, sales and service, and was always determined to be the most credible supplier and service provider in the global lighting industry.","Tongxiang BoYo Lighting is a global comprehensive lighting manufacturer, which has integrated R&D with production, sales and service, and was always determined to be the most credible supplier and service provider in the global lighting industry.",,Exhibitor,Hong Kong International Lighting Fair 2025,5E-D11,LED Lighting,,1,,,"Indoor Lighting; LED Cabinet Light, Under Cabinet Light, T5, Bulkhead; OEM","Indoor Lighting; LED Cabinet Light, Under Cabinet Light, T5, Bulkhead; OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005S04O
"United Electric Co.,Ltd","United Electric Co.,Ltd",Chinese Mainland,Chandelier,Chandelier,,Exhibitor,Hong Kong International Lighting Fair 2025,3D-A18,Commercial Lighting,Cantonese Business Go Global,1,,,Chandelier; ceiling fan; ODM,Chandelier; ceiling fan; ODM,https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005R9OR
"Vison Light Source Co., Ltd. (Ningbo Free Trade Zone)","Vison Light Source Co., Ltd. (Ningbo Free Trade Zone)",Chinese Mainland,"LED Lighting, LED Panel Light, LED Bulb, Decorative Lamp","LED Lighting, LED Panel Light, LED Bulb, Decorative Lamp",,Exhibitor,Hong Kong International Lighting Fair 2025,5B-A13,LED Lighting,,1,,,"LED Lighting, LED Panel Light, LED Bulb, Decorative Lamp; LED BULB, LED FILAMENT BULB, LED FLOOD LIGHT, LED PANEL LIGHT; ODM, OEM","LED Lighting, LED Panel Light, LED Bulb, Decorative Lamp; LED BULB, LED FILAMENT BULB, LED FLOOD LIGHT, LED PANEL LIGHT; ODM, OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005SLNI
Vogue Lighting,Vogue Lighting,Chinese Mainland,"100% export, main market is at Europe, North America, Asia","100% export, main market is at Europe, North America, Asia",,Exhibitor,Hong Kong International Lighting Fair 2025,5B-E08,LED Lighting,Cantonese Business Go Global,1,,,"LED Lighting, Contemporary Light, LED Bulb, LED Panel Light, LED Tube; Modern and decorative indoor lighting.; ODM, OBM, OEM","LED Lighting, Contemporary Light, LED Bulb, LED Panel Light, LED Tube; Modern and decorative indoor lighting.; ODM, OBM, OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005RAJ5
"WERUN TECHNOLOGY (THAILAND) CO.,LTD","WERUN TECHNOLOGY (THAILAND) CO.,LTD",Chinese Mainland,"LED Lighting, LED Panel Light, Downlight","LED Lighting, LED Panel Light, Downlight",,Exhibitor,Hong Kong International Lighting Fair 2025,5E-G13,LED Lighting,,1,,,"LED Lighting, LED Panel Light, Downlight; LED DOWNLIGHT, LED BATTEN LIGHT, LED SECURITY LIGHT; OEM","LED Lighting, LED Panel Light, Downlight; LED DOWNLIGHT, LED BATTEN LIGHT, LED SECURITY LIGHT; OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005SK37
"Waltek Testing Group (Foshan) Co., Ltd.","Waltek Testing Group (Foshan) Co., Ltd.",Chinese Mainland,Light Quality Testing,Light Quality Testing,,Exhibitor,Hong Kong International Lighting Fair 2025,5E-D22,LED Lighting,Cantonese Business Go Global,1,,,"Light Quality Testing; Inspection, Chemical Restricted Substances Testing, Food Contact MaterialsTesting, Energy Efficiency Testing, EMc Testing & Certification, AutomotiveElectronics & Reliability Testing, Safety Testing & Certification, Wireless Testing &Certification; Others","Light Quality Testing; Inspection, Chemical Restricted Substances Testing, Food Contact MaterialsTesting, Energy Efficiency Testing, EMc Testing & Certification, AutomotiveElectronics & Reliability Testing, Safety Testing & Certification, Wireless Testing &Certification; Others",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005S4QQ
"Wede Intelligent Electronics (Guangdong) Co.,Ltd","Wede Intelligent Electronics (Guangdong) Co.,Ltd",Chinese Mainland,Indoor Lighting,Indoor Lighting,,Exhibitor,Hong Kong International Lighting Fair 2025,5B-C27,LED Lighting,Cantonese Business Go Global,1,,,"Indoor Lighting; Wede Intelligent Electronics (Guangdong) Co.,Ltd; OBM, ODM, OEM","Indoor Lighting; Wede Intelligent Electronics (Guangdong) Co.,Ltd; OBM, ODM, OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005S0DX
"WellPro (Guangdong) Lighting Technology Co., Ltd.","WellPro (Guangdong) Lighting Technology Co., Ltd.",Chinese Mainland,"Retail Lighting, Downlight, LED Lighting, Ceiling Light, Office Lighting, Indoor Lighting","Retail Lighting, Downlight, LED Lighting, Ceiling Light, Office Lighting, Indoor Lighting",,Exhibitor,Hong Kong International Lighting Fair 2025,3C-C38,Residential Lighting,Cantonese Business Go Global,1,,,"Retail Lighting, Downlight, LED Lighting, Ceiling Light, Office Lighting, Indoor Lighting; LED Track Light
LED Spotlight
LED Downlight
LED Linear Light; ODM, OEM","Retail Lighting, Downlight, LED Lighting, Ceiling Light, Office Lighting, Indoor Lighting; LED Track Light
LED Spotlight
LED Downlight
LED Linear Light; ODM, OEM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005R9FI
"Welluck Opt S T Co., Ltd. of Zhuhai","Welluck Opt S T Co., Ltd. of Zhuhai",Chinese Mainland,"LED Panel Light, LED Lighting, CFL Bulb, Contemporary Light, Ceiling Light, Decorative Lamp, LED Tube, Downlight","LED Panel Light, LED Lighting, CFL Bulb, Contemporary Light, Ceiling Light, Decorative Lamp, LED Tube, Downlight",,Exhibitor,Hong Kong International Lighting Fair 2025,5C-F17,LED Lighting,Cantonese Business Go Global,1,,,"LED Panel Light, LED Lighting, CFL Bulb, Contemporary Light, Ceiling Light, Decorative Lamp, LED Tube, Downlight; DOWNLIGHT,PANEL LIGHT,BATTEN FITTING; ODM, Others","LED Panel Light, LED Lighting, CFL Bulb, Contemporary Light, Ceiling Light, Decorative Lamp, LED Tube, Downlight; DOWNLIGHT,PANEL LIGHT,BATTEN FITTING; ODM, Others",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005SPVQ
"Wenzhou Aoge Lighting Co., Ltd","Wenzhou Aoge Lighting Co., Ltd",Chinese Mainland,"Indoor Lighting, Downlight, LED Lighting","Indoor Lighting, Downlight, LED Lighting",,Exhibitor,Hong Kong International Lighting Fair 2025,5B-D40,LED Lighting,,1,,,"Indoor Lighting, Downlight, LED Lighting; Recessed Spotlights/LED Downlights/LED Spotlights; OBM","Indoor Lighting, Downlight, LED Lighting; Recessed Spotlights/LED Downlights/LED Spotlights; OBM",https://www.hktdc.com/event/hklightingfairae/en/exhibitor/1S005RT14
