NAME_EN,NAME_KR,DESCRIPTION_EN,DESCRIPTION_KR,KEYWORDS_EN,KEYWORDS_KR,IMAGE_URL,COMPANY_NAME_EN,INDUSTRY_NAME_EN,INDUSTRY_NAME_KR
Pureland,Pureland,Pureland presents advanced outdoor sports solutions.,Pureland 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Tianjin Pureland Int'l Trade Ltd.,Sports / Outdoor,스포츠 / 아웃도어
"Tianjin Vanguard Clothing Co., Ltd.","Tianjin Vanguard Clothing Co., Ltd.","Tianjin Vanguard Clothing Co., Ltd. offers innovation aligned with ISPO Munich 2025.","Tianjin Vanguard Clothing Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Tianjin Vanguard Clothing Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
TIZIP - GDS GmbH & Co. KG,TIZIP - GDS GmbH & Co. KG,TIZIP - GDS GmbH & Co. KG provides high-value sports technology for global buyers.,TIZIP - GDS GmbH & Co. KG 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,TIZIP - GDS GmbH & Co. KG,Sports / Outdoor,스포츠 / 아웃도어
Slidewhizzer,Slidewhizzer,Slidewhizzer provides high-value sports technology for global buyers.,Slidewhizzer 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,T.K. Chin Company Ltd.,Sports / Outdoor,스포츠 / 아웃도어
TMSS Apparels Ltd.,TMSS Apparels Ltd.,TMSS Apparels Ltd. provides high-value sports technology for global buyers.,TMSS Apparels Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,TMSS Apparels Ltd.,Sports / Outdoor,스포츠 / 아웃도어
Tomlong Techstile Corp.,Tomlong Techstile Corp.,Tomlong Techstile Corp. introduces next-generation functionality for active lifestyles.,Tomlong Techstile Corp. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Tomlong Techstile Corp.,Sports / Outdoor,스포츠 / 아웃도어
"Tongcheng Huilong Sports Articles Co., Ltd.","Tongcheng Huilong Sports Articles Co., Ltd.","Tongcheng Huilong Sports Articles Co., Ltd. offers innovation aligned with ISPO Munich 2025.","Tongcheng Huilong Sports Articles Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Tongcheng Huilong Sports Articles Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Tong Da Sporting Goods Co., Ltd.","Tong Da Sporting Goods Co., Ltd.","Tong Da Sporting Goods Co., Ltd. offers innovation aligned with ISPO Munich 2025.","Tong Da Sporting Goods Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Tong Da Sporting Goods Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Tongxiang Cheer Wool Technology Co.,Ltd","Tongxiang Cheer Wool Technology Co.,Ltd","Tongxiang Cheer Wool Technology Co.,Ltd offers innovation aligned with ISPO Munich 2025.","Tongxiang Cheer Wool Technology Co.,Ltd 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Tongxiang Cheer Wool Technology Co.,Ltd",Sports / Outdoor,스포츠 / 아웃도어
MACRO SKY,MACRO SKY,MACRO SKY is designed to highlight performance and modern sports trends.,MACRO SKY 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Tongxiang Macro Sky Imp. & Exp. Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Swind,Swind,Swind provides high-value sports technology for global buyers.,Swind 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Topsec Iberia,Sports / Outdoor,스포츠 / 아웃도어
"Topshow Imp. & Exp. Co., Ltd. of Yangzhou","Topshow Imp. & Exp. Co., Ltd. of Yangzhou","Topshow Imp. & Exp. Co., Ltd. of Yangzhou provides high-value sports technology for global buyers.","Topshow Imp. & Exp. Co., Ltd. of Yangzhou 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Topshow Imp. & Exp. Co., Ltd. of Yangzhou",Sports / Outdoor,스포츠 / 아웃도어
X-TPSON,X-TPSON,X-TPSON introduces next-generation functionality for active lifestyles.,X-TPSON 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Tops Sport Products Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Dermizax®,Dermizax®,Dermizax® is designed to highlight performance and modern sports trends.,Dermizax® 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/media/158/1/F_1124_6/F_1124_6_12_N_ELM_2206_12_1.jpg,TORAY International Europe GmbH,Sports / Outdoor,스포츠 / 아웃도어
MAX ACTION,MAX ACTION,MAX ACTION introduces next-generation functionality for active lifestyles.,MAX ACTION 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Torex Int'l (Huaian) Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Tournated,Tournated,Tournated offers innovation aligned with ISPO Munich 2025.,Tournated 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Tournated,Sports / Outdoor,스포츠 / 아웃도어
LA MANSION DE SASHA,LA MANSION DE SASHA,LA MANSION DE SASHA offers innovation aligned with ISPO Munich 2025.,LA MANSION DE SASHA 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Tourgo Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Toyota Tsusho Corp.,Toyota Tsusho Corp.,Toyota Tsusho Corp. introduces next-generation functionality for active lifestyles.,Toyota Tsusho Corp. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Toyota Tsusho Corp.,Sports / Outdoor,스포츠 / 아웃도어
TRACC,TRACC,TRACC presents advanced outdoor sports solutions.,TRACC 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,TRACC - TWENTY Studio GmbH,Sports / Outdoor,스포츠 / 아웃도어
Trade Development Authority of Pakistan (TDAP),Trade Development Authority of Pakistan (TDAP),Trade Development Authority of Pakistan (TDAP) introduces next-generation functionality for active lifestyles.,Trade Development Authority of Pakistan (TDAP) 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Trade Development Authority of Pakistan (TDAP),Sports / Outdoor,스포츠 / 아웃도어
Trakiax,Trakiax,Trakiax provides high-value sports technology for global buyers.,Trakiax 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Trakiax,Sports / Outdoor,스포츠 / 아웃도어
TrendNavi Business GmbH,TrendNavi Business GmbH,TrendNavi Business GmbH is designed to highlight performance and modern sports trends.,TrendNavi Business GmbH 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,TrendNavi Business GmbH,Sports / Outdoor,스포츠 / 아웃도어
Treue Sports,Treue Sports,Treue Sports is designed to highlight performance and modern sports trends.,Treue Sports 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Treue Sports,Sports / Outdoor,스포츠 / 아웃도어
NET PLAYZ,NET PLAYZ,NET PLAYZ offers innovation aligned with ISPO Munich 2025.,NET PLAYZ 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Tri-Great Int'l Ltd.,Sports / Outdoor,스포츠 / 아웃도어
Trillion Asia Pacific Ltd.,Trillion Asia Pacific Ltd.,Trillion Asia Pacific Ltd. introduces next-generation functionality for active lifestyles.,Trillion Asia Pacific Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Trillion Asia Pacific Ltd.,Sports / Outdoor,스포츠 / 아웃도어
Trillora AB,Trillora AB,Trillora AB presents advanced outdoor sports solutions.,Trillora AB 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Trillora AB,Sports / Outdoor,스포츠 / 아웃도어
Trinova Group Ltd.,Trinova Group Ltd.,Trinova Group Ltd. offers innovation aligned with ISPO Munich 2025.,Trinova Group Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Trinova Group Ltd.,Sports / Outdoor,스포츠 / 아웃도어
Troika Sports,Troika Sports,Troika Sports provides high-value sports technology for global buyers.,Troika Sports 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Troika Sports,Sports / Outdoor,스포츠 / 아웃도어
Trollkids,Trollkids,Trollkids offers innovation aligned with ISPO Munich 2025.,Trollkids 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Trollkids,Sports / Outdoor,스포츠 / 아웃도어
Trueli,Trueli,Trueli introduces next-generation functionality for active lifestyles.,Trueli 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Trueli,Sports / Outdoor,스포츠 / 아웃도어
True Sports Co.,True Sports Co.,True Sports Co. introduces next-generation functionality for active lifestyles.,True Sports Co. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,True Sports Co.,Sports / Outdoor,스포츠 / 아웃도어
HOTSCH,HOTSCH,HOTSCH presents advanced outdoor sports solutions.,HOTSCH 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Tsingtao Hotsch Caps Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Tsingtao Relly Optics Co., Ltd.","Tsingtao Relly Optics Co., Ltd.","Tsingtao Relly Optics Co., Ltd. introduces next-generation functionality for active lifestyles.","Tsingtao Relly Optics Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Tsingtao Relly Optics Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
TSSB Industries,TSSB Industries,TSSB Industries is designed to highlight performance and modern sports trends.,TSSB Industries 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,TSSB Industries,Sports / Outdoor,스포츠 / 아웃도어
Re:holics,Re:holics,Re:holics provides high-value sports technology for global buyers.,Re:holics 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Tsun Wei Sportswear Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Tung Shrim Enterprise Co., Ltd.","Tung Shrim Enterprise Co., Ltd.","Tung Shrim Enterprise Co., Ltd. offers innovation aligned with ISPO Munich 2025.","Tung Shrim Enterprise Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Tung Shrim Enterprise Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
TUNG YI,TUNG YI,TUNG YI provides high-value sports technology for global buyers.,TUNG YI 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Tung Yi Steel Wire Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Twistboxes,Twistboxes,Twistboxes introduces next-generation functionality for active lifestyles.,Twistboxes 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Twistboxes AB,Sports / Outdoor,스포츠 / 아웃도어
Orenda Hill,Orenda Hill,Orenda Hill is designed to highlight performance and modern sports trends.,Orenda Hill 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Üzüm Karasi Tekstil A.S.,Sports / Outdoor,스포츠 / 아웃도어
Ultralight Adventure Equipment,Ultralight Adventure Equipment,Ultralight Adventure Equipment introduces next-generation functionality for active lifestyles.,Ultralight Adventure Equipment 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Ultralight Adventure Equipment,Sports / Outdoor,스포츠 / 아웃도어
Uni Pro Manufacturing Company,Uni Pro Manufacturing Company,Uni Pro Manufacturing Company presents advanced outdoor sports solutions.,Uni Pro Manufacturing Company 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Uni Pro Manufacturing Company,Sports / Outdoor,스포츠 / 아웃도어
UNIQUEPOINT,UNIQUEPOINT,UNIQUEPOINT is designed to highlight performance and modern sports trends.,UNIQUEPOINT 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Unique Point Industrial Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
INSG,INSG,INSG provides high-value sports technology for global buyers.,INSG 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Unique (Quanzhou) Light Industry Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"United Berry Industry Co., Ltd.","United Berry Industry Co., Ltd.","United Berry Industry Co., Ltd. presents advanced outdoor sports solutions.","United Berry Industry Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"United Berry Industry Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
United Leather Industries,United Leather Industries,United Leather Industries offers innovation aligned with ISPO Munich 2025.,United Leather Industries 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,United Leather Industries,Sports / Outdoor,스포츠 / 아웃도어
SQS,SQS,SQS is designed to highlight performance and modern sports trends.,SQS 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"United Testing Services (Jiangsu) Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"UTS - Universal Trim Supply Co., Ltd.","UTS - Universal Trim Supply Co., Ltd.","UTS - Universal Trim Supply Co., Ltd. introduces next-generation functionality for active lifestyles.","UTS - Universal Trim Supply Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"UTS - Universal Trim Supply Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
UphillSport,UphillSport,UphillSport introduces next-generation functionality for active lifestyles.,UphillSport 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Uphillsport - Sukkamestarit Oy,Sports / Outdoor,스포츠 / 아웃도어
"USANG Industrial Co., Ltd.","USANG Industrial Co., Ltd.","USANG Industrial Co., Ltd. provides high-value sports technology for global buyers.","USANG Industrial Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"USANG Industrial Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
UZSQUARE,UZSQUARE,UZSQUARE offers innovation aligned with ISPO Munich 2025.,UZSQUARE 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"UZSQUARE Culture Technology (Shenzhen) Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Vale & Vilas,Vale & Vilas,Vale & Vilas offers innovation aligned with ISPO Munich 2025.,Vale & Vilas 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Vale & Vilas Textiles, Lda.",Sports / Outdoor,스포츠 / 아웃도어
KINGSTAR,KINGSTAR,KINGSTAR presents advanced outdoor sports solutions.,KINGSTAR 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,VAMAX S.r.l.,Sports / Outdoor,스포츠 / 아웃도어
i:D,i:D,i:D presents advanced outdoor sports solutions.,i:D 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Vanbestco Ltd.,Sports / Outdoor,스포츠 / 아웃도어
VDS - Verband Deutscher Sportfachhandel e.V.,VDS - Verband Deutscher Sportfachhandel e.V.,VDS - Verband Deutscher Sportfachhandel e.V. offers innovation aligned with ISPO Munich 2025.,VDS - Verband Deutscher Sportfachhandel e.V. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,VDS - Verband Deutscher Sportfachhandel e.V.,Sports / Outdoor,스포츠 / 아웃도어
VeGo Sport GmbH,VeGo Sport GmbH,VeGo Sport GmbH offers innovation aligned with ISPO Munich 2025.,VeGo Sport GmbH 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,VeGo Sport GmbH,Sports / Outdoor,스포츠 / 아웃도어
Seismofit,Seismofit,Seismofit offers innovation aligned with ISPO Munich 2025.,Seismofit 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,VentriJect ApS,Sports / Outdoor,스포츠 / 아웃도어
VENUS PAK SPORTS,VENUS PAK SPORTS,VENUS PAK SPORTS is designed to highlight performance and modern sports trends.,VENUS PAK SPORTS 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Venus Pak Sports Co.,Sports / Outdoor,스포츠 / 아웃도어
Versatile Enterprises (Pvt.) Ltd.,Versatile Enterprises (Pvt.) Ltd.,Versatile Enterprises (Pvt.) Ltd. introduces next-generation functionality for active lifestyles.,Versatile Enterprises (Pvt.) Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Versatile Enterprises (Pvt.) Ltd.,Sports / Outdoor,스포츠 / 아웃도어
Vertexo Ltd.,Vertexo Ltd.,Vertexo Ltd. provides high-value sports technology for global buyers.,Vertexo Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Vertexo Ltd.,Sports / Outdoor,스포츠 / 아웃도어
Vestoj Enterprises,Vestoj Enterprises,Vestoj Enterprises presents advanced outdoor sports solutions.,Vestoj Enterprises 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Vestoj Enterprises,Sports / Outdoor,스포츠 / 아웃도어
VF International,VF International,VF International provides high-value sports technology for global buyers.,VF International 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,VF International,Sports / Outdoor,스포츠 / 아웃도어
V. FRAAS GmbH,V. FRAAS GmbH,V. FRAAS GmbH is designed to highlight performance and modern sports trends.,V. FRAAS GmbH 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,V. FRAAS GmbH,Sports / Outdoor,스포츠 / 아웃도어
"VF Sports Co., Ltd.","VF Sports Co., Ltd.","VF Sports Co., Ltd. offers innovation aligned with ISPO Munich 2025.","VF Sports Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"VF Sports Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
VICTORY EYEWEAR,VICTORY EYEWEAR,VICTORY EYEWEAR presents advanced outdoor sports solutions.,VICTORY EYEWEAR 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Victory Eyewear Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Vieux Jeu,Vieux Jeu,Vieux Jeu is designed to highlight performance and modern sports trends.,Vieux Jeu 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Vieux Jeu,Sports / Outdoor,스포츠 / 아웃도어
Vigilant Enterprises,Vigilant Enterprises,Vigilant Enterprises provides high-value sports technology for global buyers.,Vigilant Enterprises 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Vigilant Enterprises,Sports / Outdoor,스포츠 / 아웃도어
Viking Footwear,Viking Footwear,Viking Footwear is designed to highlight performance and modern sports trends.,Viking Footwear 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Viking Footwear GmbH,Sports / Outdoor,스포츠 / 아웃도어
"Vintex Imp. & Exp. (Xiamen) Co., Ltd.","Vintex Imp. & Exp. (Xiamen) Co., Ltd.","Vintex Imp. & Exp. (Xiamen) Co., Ltd. is designed to highlight performance and modern sports trends.","Vintex Imp. & Exp. (Xiamen) Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Vintex Imp. & Exp. (Xiamen) Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
VIP Wears (Pvt.) Ltd.,VIP Wears (Pvt.) Ltd.,VIP Wears (Pvt.) Ltd. introduces next-generation functionality for active lifestyles.,VIP Wears (Pvt.) Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,VIP Wears (Pvt.) Ltd.,Sports / Outdoor,스포츠 / 아웃도어
Visconti Srl,Visconti Srl,Visconti Srl offers innovation aligned with ISPO Munich 2025.,Visconti Srl 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Visconti Srl,Sports / Outdoor,스포츠 / 아웃도어
Vision Technologies Corp. (Pvt) Ltd.,Vision Technologies Corp. (Pvt) Ltd.,Vision Technologies Corp. (Pvt) Ltd. introduces next-generation functionality for active lifestyles.,Vision Technologies Corp. (Pvt) Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Vision Technologies Corp. (Pvt) Ltd.,Sports / Outdoor,스포츠 / 아웃도어
"VITBIO - Decentralized Biotechnology Intelligence Co., Ltd.","VITBIO - Decentralized Biotechnology Intelligence Co., Ltd.","VITBIO - Decentralized Biotechnology Intelligence Co., Ltd. is designed to highlight performance and modern sports trends.","VITBIO - Decentralized Biotechnology Intelligence Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"VITBIO - Decentralized Biotechnology Intelligence Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
VITRO,VITRO,VITRO offers innovation aligned with ISPO Munich 2025.,VITRO 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Vitro - Haksan Ltd.,Sports / Outdoor,스포츠 / 아웃도어
Vivobarefoot Ltd.,Vivobarefoot Ltd.,Vivobarefoot Ltd. offers innovation aligned with ISPO Munich 2025.,Vivobarefoot Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Vivobarefoot Ltd.,Sports / Outdoor,스포츠 / 아웃도어
VK Sporting Goods Ltd.,VK Sporting Goods Ltd.,VK Sporting Goods Ltd. presents advanced outdoor sports solutions.,VK Sporting Goods Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,VK Sporting Goods Ltd.,Sports / Outdoor,스포츠 / 아웃도어
Volta Sports Ltd.,Volta Sports Ltd.,Volta Sports Ltd. offers innovation aligned with ISPO Munich 2025.,Volta Sports Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Volta Sports Ltd.,Sports / Outdoor,스포츠 / 아웃도어
Walinco,Walinco,Walinco presents advanced outdoor sports solutions.,Walinco 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Walinco,Sports / Outdoor,스포츠 / 아웃도어
WaSH Innovation,WaSH Innovation,WaSH Innovation presents advanced outdoor sports solutions.,WaSH Innovation 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Wash Innovation Sp. z o.o.,Sports / Outdoor,스포츠 / 아웃도어
WASTE,WASTE,WASTE introduces next-generation functionality for active lifestyles.,WASTE 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Waste Management Technology Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
